# wave	flux	error	model
# 
1.403723876953125000e+03 9.541491866111755371e-01 6.405074149370193481e-02 9.999998879241347449e-01
1.403753784179687500e+03 1.082361340522766113e+00 6.794966757297515869e-02 9.999998892466724909e-01
1.403783691406250000e+03 1.037969589233398438e+00 6.707827001810073853e-02 9.999998905457555542e-01
1.403813598632812500e+03 1.007049918174743652e+00 6.629806756973266602e-02 9.999998918225773137e-01
1.403843505859375000e+03 1.106143236160278320e+00 6.884759664535522461e-02 9.999998930780888973e-01
1.403873413085937500e+03 1.058111310005187988e+00 6.770440191030502319e-02 9.999998943130071760e-01
1.403903320312500000e+03 1.077006101608276367e+00 6.766917556524276733e-02 9.999998955278662782e-01
1.403933227539062500e+03 9.830688834190368652e-01 6.510978192090988159e-02 9.999998967231369384e-01
1.403963134765625000e+03 9.568892121315002441e-01 6.363053619861602783e-02 9.999998978993388521e-01
1.403993041992187500e+03 9.911007881164550781e-01 6.531054526567459106e-02 9.999998990570497792e-01
1.404022949218750000e+03 1.095567584037780762e+00 6.819543242454528809e-02 9.999999001968958856e-01
1.404052856445312500e+03 9.891710281372070312e-01 6.558597832918167114e-02 9.999999013196835262e-01
1.404082763671875000e+03 9.233395457267761230e-01 6.300835311412811279e-02 9.999999024265938674e-01
1.404112670898437500e+03 1.043066740036010742e+00 6.669311970472335815e-02 9.999999035191974306e-01
1.404142578125000000e+03 1.115608215332031250e+00 6.853635609149932861e-02 9.999999045992661317e-01
1.404172485351562500e+03 1.139833807945251465e+00 6.941568851470947266e-02 9.999999056686583732e-01
1.404202392578125000e+03 9.739707112312316895e-01 6.418315321207046509e-02 9.999999067294332855e-01
1.404232299804687500e+03 9.954901337623596191e-01 6.574734300374984741e-02 9.999999077838765960e-01
1.404262207031250000e+03 1.002957105636596680e+00 6.532595306634902954e-02 9.999999088341492426e-01
1.404292114257812500e+03 9.002085924148559570e-01 6.168708950281143188e-02 9.999999098819670751e-01
1.404322021484375000e+03 1.012261271476745605e+00 6.595951318740844727e-02 9.999999109289148258e-01
1.404351928710937500e+03 1.021970629692077637e+00 6.570097804069519043e-02 9.999999119771125766e-01
1.404381835937500000e+03 9.692040085792541504e-01 6.462395936250686646e-02 9.999999130290296856e-01
1.404411743164062500e+03 9.411951899528503418e-01 6.363234668970108032e-02 9.999999140860653668e-01
1.404441650390625000e+03 9.816611409187316895e-01 6.465616822242736816e-02 9.999999151473035752e-01
1.404471557617187500e+03 9.428566694259643555e-01 6.350280344486236572e-02 9.999999162105047690e-01
1.404501464843750000e+03 9.590807557106018066e-01 6.433385610580444336e-02 9.999999172749733933e-01
1.404531372070312500e+03 9.638655185699462891e-01 6.409891694784164429e-02 9.999999183430431371e-01
1.404561279296875000e+03 1.000820517539978027e+00 6.594100594520568848e-02 9.999999194185933415e-01
1.404591186523437500e+03 9.863431453704833984e-01 6.446633487939834595e-02 9.999999205065344121e-01
1.404621093750000000e+03 1.050467252731323242e+00 6.677819043397903442e-02 9.999999216167949623e-01
1.404651000976562500e+03 9.591506719589233398e-01 6.409291923046112061e-02 9.999999227677508484e-01
1.404680908203125000e+03 1.056884050369262695e+00 6.758221983909606934e-02 9.999999239823940123e-01
1.404710815429687500e+03 1.109908938407897949e+00 6.816270202398300171e-02 9.999999252826532459e-01
1.404740722656250000e+03 1.079059004783630371e+00 6.736324727535247803e-02 9.999999266947049437e-01
1.404770629882812500e+03 1.096644639968872070e+00 6.824781745672225952e-02 9.999999282679634671e-01
1.404800537109375000e+03 1.004613876342773438e+00 6.503389775753021240e-02 9.999999300984134809e-01
1.404830444335937500e+03 8.907089233398437500e-01 6.140597164630889893e-02 9.999999323416388641e-01
1.404860351562500000e+03 1.005336165428161621e+00 6.525039672851562500e-02 9.999999352055155555e-01
1.404890258789062500e+03 9.380823969841003418e-01 6.400904059410095215e-02 9.999999389252424153e-01
1.404920166015625000e+03 9.662186503410339355e-01 6.383033096790313721e-02 9.999999437259456947e-01
1.404950073242187500e+03 1.112908244132995605e+00 6.831710040569305420e-02 9.999999497336143905e-01
1.404979980468750000e+03 1.049354434013366699e+00 6.635758280754089355e-02 9.999999567910976550e-01
